make,model_year,engine_type,vehicle_age,mileage,driving_condition,service_interval,days_since_service,oil_level,tire_pressure,brake_wear,fault_codes,maintenance_cost
BMW,2015,diesel,9,150869.9,mixed,365,150,High,38.4,100.0,2,681.75
Toyota,2011,electric,13,186084.7,mixed,90,76,N/A,29.4,100.0,2,459.65
Chevrolet,2011,gas,13,335824.6,highway,90,63,Medium,30.8,100.0,2,596.22
Honda,2014,diesel,10,208963.9,mixed,180,136,Low,31.2,100.0,1,701.81
Ford,2022,gas,2,28912.4,mixed,180,112,Medium,25.0,53.8,0,224.61
Tesla,2023,gas,1,29230.9,city,365,134,High,33.3,72.4,0,232.69
BMW,2011,gas,13,389678.2,city,365,53,High,30.3,100.0,0,370.97
Chevrolet,2015,electric,9,177322.1,city,180,64,N/A,35.4,100.0,0,419.33
Honda,2015,diesel,9,272418.5,highway,365,1,High,35.8,100.0,0,388.84
Chevrolet,2011,electric,13,270990.6,mixed,365,131,N/A,33.7,100.0,2,498.49
Honda,2023,diesel,1,12157.1,mixed,180,77,High,33.7,22.3,0,194.37
Ford,2016,gas,8,168961.7,highway,180,31,High,33.5,100.0,0,384.66
Chevrolet,2015,diesel,9,161056.8,city,90,1,High,30.9,100.0,1,620.81
Honda,2014,gas,10,99446.4,mixed,365,359,Low,31.2,100.0,1,694.54
BMW,2022,electric,2,68716.6,highway,90,63,N/A,37.0,100.0,0,313.53
Ford,2010,gas,14,317545.9,city,365,141,High,35.2,100.0,0,341.32
Toyota,2011,gas,13,233026.2,mixed,365,147,High,33.6,100.0,0,460.77
Toyota,2018,gas,6,77836.6,highway,90,88,Low,34.8,100.0,0,434.32
Ford,2012,electric,12,231424.3,city,90,48,N/A,32.8,100.0,1,360.08
Chevrolet,2011,gas,13,336900.7,highway,90,7,High,33.6,100.0,2,562.89
Tesla,2023,gas,1,27945.1,city,365,190,Medium,34.8,71.4,0,347.77
Toyota,2020,electric,4,130678.8,city,365,148,N/A,26.8,100.0,1,422.18
BMW,2010,diesel,14,245709.1,mixed,90,86,Low,35.7,100.0,2,807.56
Honda,2022,diesel,2,51320.4,city,90,31,High,35.5,100.0,0,678.4
Honda,2019,electric,5,42266.0,highway,365,7,N/A,30.7,58.5,3,371.21
Ford,2016,electric,8,197644.2,highway,365,222,N/A,36.7,100.0,1,476.45
Toyota,2017,diesel,7,110476.8,highway,90,15,High,26.3,100.0,0,662.08
Chevrolet,2011,electric,13,272103.0,mixed,365,295,N/A,34.1,100.0,1,337.98
BMW,2010,diesel,14,159453.1,highway,180,105,Medium,33.1,100.0,0,523.84
Honda,2014,gas,10,99912.4,mixed,365,282,Low,32.1,100.0,0,546.19
Honda,2011,diesel,13,289755.0,mixed,180,103,Medium,33.1,100.0,2,780.25
Chevrolet,2015,diesel,9,237041.8,highway,365,360,Low,34.7,100.0,2,991.25
Tesla,2018,diesel,6,208305.5,mixed,365,145,High,27.6,100.0,2,846.26
Honda,2019,electric,5,105854.3,highway,365,34,N/A,36.0,100.0,0,174.44
Honda,2013,gas,11,253687.2,city,365,112,High,31.8,100.0,0,357.8
Toyota,2020,gas,4,103139.0,city,365,307,Low,36.0,100.0,0,589.21
Honda,2014,gas,10,122335.4,mixed,365,52,High,34.9,100.0,0,374.04
Tesla,2011,gas,13,279027.0,city,365,346,Low,31.7,100.0,1,702.55
Chevrolet,2023,electric,1,24901.4,city,180,80,N/A,32.8,61.9,1,344.03
Chevrolet,2017,gas,7,200668.7,mixed,90,65,Medium,32.9,100.0,2,686.0
Chevrolet,2018,electric,6,139983.4,highway,365,241,N/A,37.8,100.0,0,402.13
Honda,2014,gas,10,119337.0,mixed,365,30,High,29.6,100.0,3,767.46
Chevrolet,2021,diesel,3,107370.5,highway,90,60,Medium,31.7,100.0,0,613.03
Tesla,2020,gas,4,141823.4,mixed,90,63,Medium,28.3,100.0,0,432.82
Tesla,2023,electric,1,35488.3,city,365,356,N/A,33.4,99.0,0,391.74
Chevrolet,2021,diesel,3,106105.5,highway,90,33,High,31.1,100.0,0,654.34
BMW,2013,electric,11,158316.9,highway,90,54,N/A,31.5,100.0,2,594.19
Honda,2013,gas,11,359233.0,city,90,58,Medium,37.5,100.0,0,583.96
Toyota,2011,gas,13,232881.2,mixed,365,258,Medium,30.5,100.0,2,841.71
Chevrolet,2021,diesel,3,107556.7,highway,90,16,High,32.5,100.0,0,586.08
Ford,2016,electric,8,195745.3,highway,365,77,N/A,31.6,100.0,3,670.42
Chevrolet,2010,electric,14,271132.4,mixed,90,77,N/A,31.8,100.0,1,401.53
Honda,2013,diesel,11,156151.0,mixed,90,45,High,40.0,100.0,2,998.93
Chevrolet,2013,diesel,11,369400.7,mixed,365,165,High,27.8,100.0,0,591.82
Honda,2012,diesel,12,147248.1,mixed,90,34,High,34.9,100.0,3,786.83
BMW,2013,gas,11,200031.6,mixed,180,128,Medium,40.0,100.0,2,667.13
Ford,2022,gas,2,28413.2,mixed,180,111,Medium,36.2,56.8,1,274.16
Honda,2012,diesel,12,149589.1,mixed,90,28,High,33.1,100.0,1,589.92
BMW,2021,electric,3,55273.6,city,365,316,N/A,29.5,100.0,0,340.64
Ford,2022,diesel,2,36687.5,highway,90,16,High,36.9,49.8,0,148.54
Chevrolet,2018,electric,6,139782.1,highway,365,155,N/A,35.8,100.0,0,405.06
Ford,2016,electric,8,194891.4,highway,365,177,N/A,28.4,100.0,0,344.43
Honda,2015,diesel,9,272924.0,highway,365,345,Low,32.0,100.0,0,466.66
Chevrolet,2017,diesel,7,130682.6,city,365,135,High,29.4,100.0,2,645.55
Chevrolet,2020,gas,4,120545.0,mixed,180,161,Low,25.0,100.0,1,488.8
BMW,2010,diesel,14,159062.8,highway,180,58,High,29.3,100.0,2,772.41
Honda,2023,diesel,1,12232.8,mixed,180,17,High,33.3,28.3,0,112.12
BMW,2013,gas,11,116106.0,mixed,365,350,Low,34.7,100.0,0,686.76
BMW,2019,electric,5,149256.9,city,180,154,N/A,32.0,100.0,1,500.36
Tesla,2017,diesel,7,198418.8,city,180,15,High,37.1,100.0,0,739.31
Toyota,2013,gas,11,175770.8,mixed,180,9,High,36.1,100.0,0,469.74
Chevrolet,2011,diesel,13,275404.3,mixed,180,103,Medium,32.6,100.0,0,355.98
Chevrolet,2015,diesel,9,235800.6,highway,365,331,Low,32.2,100.0,2,1044.76
Chevrolet,2023,electric,1,8768.3,mixed,365,15,N/A,34.1,15.3,0,64.27
Tesla,2019,diesel,5,111287.5,city,90,11,High,32.9,100.0,0,519.76
Toyota,2016,gas,8,235101.4,city,90,74,Low,28.7,100.0,1,545.85
Ford,2022,diesel,2,30501.8,mixed,365,211,Medium,32.1,61.4,1,439.66
Toyota,2022,diesel,2,34262.8,city,365,178,High,35.0,96.1,1,693.38
Toyota,2020,electric,4,129878.0,city,365,128,N/A,36.9,100.0,1,477.96
Toyota,2019,electric,5,109651.5,mixed,90,26,N/A,35.9,100.0,2,493.94
Ford,2018,diesel,6,157870.4,highway,180,11,High,34.0,100.0,2,655.18
Chevrolet,2015,diesel,9,160279.2,city,90,29,High,37.4,100.0,1,539.41
Toyota,2013,diesel,11,372281.5,highway,365,8,High,34.3,100.0,0,578.96
Chevrolet,2023,electric,1,25612.1,city,180,52,N/A,32.7,61.1,0,357.86
Chevrolet,2023,electric,1,8330.6,mixed,365,309,N/A,37.4,15.5,0,247.63
Tesla,2017,gas,7,59768.0,mixed,365,164,High,35.2,100.0,0,397.63
BMW,2012,diesel,12,342422.1,highway,365,192,Medium,36.9,100.0,0,395.93
Honda,2014,gas,10,119215.1,mixed,365,304,Low,29.4,100.0,2,809.47
Honda,2013,diesel,11,132094.5,city,180,3,High,30.4,100.0,0,736.62
Honda,2021,gas,3,101495.5,highway,90,63,Medium,30.5,100.0,0,492.14
BMW,2010,diesel,14,156700.3,highway,180,78,High,33.5,100.0,1,697.43
Tesla,2014,gas,10,112593.0,highway,90,50,Medium,38.5,100.0,0,487.72
BMW,2018,diesel,6,165893.9,city,365,90,High,29.6,100.0,2,865.31
Toyota,2018,gas,6,76776.0,highway,90,71,Low,35.7,100.0,2,543.72
Toyota,2011,electric,13,187587.4,mixed,90,59,N/A,29.4,100.0,0,223.32
Chevrolet,2014,diesel,10,189779.1,city,180,78,High,39.4,100.0,3,895.39
Tesla,2020,gas,4,141746.5,mixed,90,30,High,28.2,100.0,1,504.93
BMW,2015,diesel,9,150859.8,mixed,365,102,High,35.2,100.0,0,643.03
Toyota,2012,diesel,12,88337.7,highway,180,110,Medium,35.6,100.0,0,507.02
BMW,2015,gas,9,248586.1,city,365,313,Low,34.9,100.0,1,496.67
Honda,2012,gas,12,111396.0,city,180,81,High,30.4,100.0,0,405.99
Toyota,2010,diesel,14,137845.8,highway,180,131,Medium,29.8,100.0,2,822.38
Honda,2022,diesel,2,52164.8,city,90,21,High,36.8,100.0,0,611.99
Chevrolet,2017,gas,7,200260.0,mixed,90,2,High,36.1,100.0,0,386.13
Chevrolet,2017,gas,7,198399.1,mixed,90,78,Low,36.1,100.0,0,603.15
BMW,2016,diesel,8,269359.3,mixed,90,46,Medium,36.5,100.0,2,698.47
Chevrolet,2015,diesel,9,162370.2,city,90,37,High,28.4,100.0,0,560.11
Tesla,2012,electric,12,131158.7,highway,365,160,N/A,28.3,100.0,0,315.83
Ford,2019,diesel,5,47677.8,mixed,180,175,Low,31.0,97.0,2,772.99
Toyota,2013,diesel,11,374039.3,highway,365,116,High,31.6,100.0,0,556.99
Honda,2020,diesel,4,40076.7,city,90,25,High,31.2,100.0,0,374.79
BMW,2020,electric,4,67065.9,highway,180,135,N/A,33.8,91.6,1,587.44
BMW,2018,diesel,6,168070.7,city,365,49,High,36.3,100.0,0,598.51
Honda,2015,diesel,9,272916.8,highway,365,293,Low,32.1,100.0,1,572.09
Honda,2021,gas,3,102631.9,highway,90,9,High,30.6,100.0,0,406.91
Toyota,2016,gas,8,234996.3,city,90,41,High,35.4,100.0,0,398.05
Ford,2013,diesel,11,247768.2,highway,365,292,Low,32.2,100.0,3,1148.85
Chevrolet,2011,gas,13,335165.5,highway,90,25,High,33.3,100.0,0,515.37
Honda,2021,gas,3,101777.4,highway,90,11,High,32.0,100.0,0,374.74
Chevrolet,2019,gas,5,124171.5,highway,365,48,High,34.0,100.0,0,323.19
Ford,2011,gas,13,151526.0,highway,180,141,Low,30.0,100.0,2,714.79
Honda,2015,gas,9,292679.4,mixed,90,45,High,35.2,100.0,0,412.69
Tesla,2023,diesel,1,20894.4,mixed,180,162,Low,32.9,37.7,0,402.07
Honda,2015,gas,9,292223.4,mixed,90,28,High,30.7,100.0,2,559.5
Tesla,2018,gas,6,196098.3,highway,365,267,Medium,34.6,100.0,0,633.11
Toyota,2010,diesel,14,148978.1,mixed,90,81,Low,30.7,100.0,0,636.2
Chevrolet,2010,diesel,14,407736.5,mixed,180,43,High,30.8,100.0,3,796.77
Ford,2014,diesel,10,264347.1,mixed,365,193,Medium,29.4,100.0,0,558.25
Honda,2020,diesel,4,39212.7,city,90,1,High,27.9,100.0,0,454.52
Ford,2022,diesel,2,38145.0,highway,90,58,Medium,34.6,54.8,0,118.92
Tesla,2015,gas,9,276019.8,mixed,180,16,High,36.5,100.0,0,517.15
Tesla,2012,electric,12,130235.2,highway,365,273,N/A,31.6,100.0,3,584.37
Tesla,2018,gas,6,197202.0,highway,365,277,Low,30.6,100.0,1,691.62
BMW,2022,electric,2,70518.3,highway,90,82,N/A,27.6,93.5,0,314.22
Toyota,2013,diesel,11,373485.3,highway,365,57,High,26.5,100.0,0,581.03
Tesla,2010,gas,14,199025.4,mixed,180,52,High,35.2,100.0,0,515.46
Tesla,2023,electric,1,25306.0,highway,365,0,N/A,27.1,40.8,0,111.72
BMW,2016,diesel,8,266901.6,mixed,90,87,Low,29.6,100.0,0,665.28
Honda,2015,gas,9,291471.0,mixed,90,60,Medium,33.9,100.0,2,525.71
Honda,2022,diesel,2,68774.8,mixed,365,227,Medium,33.3,100.0,0,449.88
Ford,2015,diesel,9,316708.4,mixed,180,158,Low,34.0,100.0,1,674.73
Honda,2013,gas,11,362062.0,city,90,30,High,33.0,100.0,2,654.96
Honda,2015,diesel,9,272840.1,highway,365,65,High,31.9,100.0,0,398.04
BMW,2012,diesel,12,340189.4,highway,365,308,Low,29.6,100.0,2,555.64
Honda,2015,gas,9,293109.1,mixed,90,75,Low,31.1,100.0,0,452.74
Chevrolet,2017,diesel,7,121471.5,mixed,180,94,Medium,32.1,100.0,0,573.69
Chevrolet,2015,diesel,9,92551.5,highway,180,149,Low,27.3,100.0,1,701.17
Toyota,2010,diesel,14,137934.8,highway,180,22,High,30.6,100.0,1,750.06
Honda,2014,diesel,10,208681.7,mixed,180,142,Low,31.9,100.0,0,597.51
Tesla,2020,gas,4,141892.9,mixed,90,25,High,30.9,100.0,0,392.23
BMW,2013,gas,11,117361.1,mixed,365,130,High,32.0,100.0,1,629.46
Honda,2020,diesel,4,49083.7,city,365,342,Low,35.0,100.0,0,661.91
BMW,2013,diesel,11,192498.9,highway,180,147,Low,35.4,100.0,1,844.92
Honda,2013,diesel,11,155924.4,mixed,90,39,High,37.5,100.0,0,644.58
Honda,2022,diesel,2,69680.2,mixed,365,120,High,28.5,100.0,0,467.93
Honda,2013,gas,11,253480.9,city,365,294,Low,31.7,100.0,1,584.42
Ford,2014,gas,10,273410.6,mixed,365,119,High,36.7,100.0,1,522.02
Chevrolet,2019,gas,5,125174.5,highway,365,17,High,27.8,100.0,0,415.37
BMW,2010,gas,14,408799.0,mixed,365,168,High,29.5,100.0,1,597.28
Toyota,2011,electric,13,186162.5,mixed,90,69,N/A,31.2,100.0,1,441.47
BMW,2011,diesel,13,318050.1,mixed,365,142,High,39.1,100.0,2,671.62
BMW,2016,diesel,8,268363.8,mixed,90,36,High,30.1,100.0,2,681.91
Chevrolet,2015,electric,9,177710.4,city,180,4,N/A,36.3,100.0,0,369.99
Chevrolet,2015,electric,9,259599.0,highway,90,72,N/A,32.9,100.0,1,520.97
Chevrolet,2014,diesel,10,330216.4,mixed,365,296,Low,29.6,100.0,0,815.56
Chevrolet,2011,gas,13,337591.8,highway,90,83,Low,40.0,100.0,3,813.3
Toyota,2011,electric,13,185462.5,mixed,90,9,N/A,33.6,100.0,1,408.75
Chevrolet,2023,electric,1,7316.2,mixed,365,323,N/A,34.1,11.4,0,226.33
Honda,2013,gas,11,254007.4,city,365,229,Medium,34.6,100.0,1,431.66
Ford,2022,gas,2,30413.0,mixed,180,23,High,34.4,56.7,1,217.79
Ford,2015,electric,9,293163.8,highway,180,77,N/A,39.5,100.0,2,454.22
Ford,2011,gas,13,150989.7,highway,180,168,Low,38.4,100.0,0,530.62
Chevrolet,2017,diesel,7,129489.3,mixed,180,144,Low,30.2,100.0,0,500.01
Chevrolet,2011,gas,13,338012.3,highway,90,23,High,39.1,100.0,2,532.91
Ford,2013,diesel,11,166752.8,highway,90,26,High,30.9,100.0,1,551.81
Ford,2012,diesel,12,284551.2,city,365,262,Medium,34.0,100.0,0,689.86
Toyota,2017,diesel,7,243164.8,highway,365,328,Low,28.6,100.0,0,560.44
BMW,2018,electric,6,79279.6,city,180,106,N/A,36.1,100.0,1,388.36
Ford,2019,gas,5,115209.3,city,365,354,Low,32.1,100.0,0,504.97
Toyota,2017,diesel,7,256454.4,mixed,90,11,High,29.6,100.0,1,626.99
Chevrolet,2021,electric,3,86114.4,highway,90,84,N/A,36.6,100.0,0,335.61
Toyota,2011,electric,13,352788.2,city,180,2,N/A,37.3,100.0,4,709.86
Honda,2015,diesel,9,271645.2,highway,365,334,Low,37.4,100.0,1,594.54
BMW,2020,electric,4,66274.7,highway,180,84,N/A,28.4,92.6,0,411.75
Honda,2023,gas,1,28751.4,city,365,9,High,37.7,75.6,0,295.67
Chevrolet,2023,electric,1,24159.5,city,180,32,N/A,32.1,65.8,0,249.92
Chevrolet,2013,diesel,11,368096.5,mixed,365,301,Low,39.2,100.0,1,744.68
Ford,2019,diesel,5,46885.5,mixed,180,58,High,34.9,94.9,4,930.55
Tesla,2012,electric,12,131725.9,highway,365,307,N/A,33.8,100.0,3,507.21
Chevrolet,2021,diesel,3,107835.8,highway,90,5,High,33.0,100.0,0,671.98
Chevrolet,2015,electric,9,231977.6,mixed,90,1,N/A,33.0,100.0,0,353.31
Honda,2021,electric,3,97273.8,highway,90,28,N/A,31.0,100.0,0,426.52
Honda,2021,electric,3,97664.5,highway,90,39,N/A,29.8,100.0,1,387.36
Tesla,2010,gas,14,260670.4,city,90,60,Medium,31.9,100.0,2,599.68
BMW,2011,gas,13,422971.8,city,90,67,Medium,36.6,100.0,0,343.65
Tesla,2018,electric,6,115876.1,mixed,365,250,N/A,28.8,100.0,0,368.19
Chevrolet,2014,diesel,10,191922.0,city,180,67,High,37.0,100.0,3,963.62
Tesla,2010,gas,14,260649.8,city,90,28,High,33.4,100.0,0,396.46
Tesla,2012,gas,12,202975.8,mixed,180,59,High,35.3,100.0,3,688.38
Honda,2018,diesel,6,78924.2,highway,90,83,Low,35.5,100.0,0,521.28
Honda,2018,diesel,6,80101.5,highway,90,40,High,35.8,100.0,1,559.9
Chevrolet,2010,diesel,14,407876.7,mixed,180,112,Medium,33.1,100.0,0,751.94
Tesla,2012,gas,12,204873.2,mixed,180,64,High,33.2,100.0,4,789.08
BMW,2015,gas,9,248819.6,city,365,245,Medium,35.7,100.0,0,404.84
Toyota,2017,diesel,7,241648.5,highway,365,334,Low,29.9,100.0,0,497.24
BMW,2023,diesel,1,35655.6,mixed,90,62,Medium,29.4,70.7,0,283.3
Toyota,2017,diesel,7,110774.3,highway,90,47,Medium,31.6,100.0,0,645.64
BMW,2011,diesel,13,319441.3,mixed,365,36,High,33.9,100.0,1,586.99
Toyota,2015,gas,9,165110.7,mixed,90,63,Medium,38.8,100.0,1,623.48
Ford,2019,diesel,5,45246.5,mixed,180,85,High,33.1,84.6,0,581.81
Tesla,2012,diesel,12,394502.7,city,365,33,High,39.0,100.0,1,735.22
Honda,2013,diesel,11,156787.7,mixed,90,38,High,34.5,100.0,2,802.55
Honda,2020,diesel,4,41319.9,city,90,66,Medium,31.6,100.0,0,579.02
Ford,2010,electric,14,340359.3,city,180,61,N/A,36.4,100.0,4,690.15
Toyota,2018,gas,6,74060.9,highway,90,87,Low,32.3,100.0,0,344.85
Honda,2022,electric,2,51702.2,highway,180,151,N/A,33.8,60.7,0,225.44
Ford,2022,gas,2,71563.4,highway,90,2,High,29.0,100.0,1,388.12
Chevrolet,2011,gas,13,336323.6,highway,90,70,Low,28.5,100.0,2,581.38
Toyota,2015,gas,9,167706.6,mixed,90,88,Low,34.7,100.0,0,558.1
Honda,2015,diesel,9,272898.2,highway,365,247,Medium,36.3,100.0,0,494.6
Chevrolet,2017,diesel,7,119489.5,mixed,180,66,High,38.8,100.0,0,501.21
Honda,2015,diesel,9,272796.8,highway,365,78,High,30.6,100.0,0,545.08
Tesla,2014,electric,10,285054.8,city,365,284,N/A,37.4,100.0,0,479.53
Ford,2010,gas,14,318835.5,city,365,329,Low,36.9,100.0,0,356.73
Honda,2016,electric,8,149883.5,highway,365,31,N/A,31.5,100.0,1,466.71
Toyota,2021,gas,3,80579.3,mixed,90,86,Low,37.2,100.0,0,671.02
Honda,2022,electric,2,48296.4,highway,180,38,N/A,35.8,66.6,0,283.1
Ford,2022,diesel,2,36882.8,highway,90,8,High,36.4,52.5,0,189.14
Honda,2012,diesel,12,298082.2,highway,365,100,High,39.5,100.0,1,710.73
Tesla,2014,gas,10,253578.9,highway,90,13,High,36.3,100.0,1,593.96
Honda,2012,gas,12,110681.9,city,180,67,High,26.6,100.0,1,447.97
Toyota,2010,diesel,14,138612.2,highway,180,147,Low,34.0,100.0,4,1031.93
Chevrolet,2015,electric,9,177022.8,city,180,27,N/A,28.3,100.0,0,303.41
Chevrolet,2010,diesel,14,408616.7,mixed,180,13,High,33.5,100.0,1,781.58
Honda,2014,diesel,10,209303.9,mixed,180,171,Low,33.3,100.0,0,501.41
Ford,2022,electric,2,68554.6,mixed,90,76,N/A,31.2,100.0,0,380.32
BMW,2011,diesel,13,319209.2,mixed,365,222,Medium,29.9,100.0,0,638.91
Honda,2015,diesel,9,272403.0,highway,365,166,High,31.4,100.0,0,452.02
Honda,2018,diesel,6,79596.0,highway,90,27,High,32.0,100.0,0,576.11
Ford,2022,gas,2,70896.8,highway,90,63,Medium,32.6,96.5,0,387.94
Ford,2015,diesel,9,317593.2,mixed,180,88,High,33.3,100.0,2,630.63
Chevrolet,2010,gas,14,336372.6,highway,90,31,High,34.8,100.0,2,706.02
BMW,2012,diesel,12,341066.7,highway,365,136,High,32.1,100.0,2,544.08
Chevrolet,2013,electric,11,143033.9,mixed,365,155,N/A,36.8,100.0,3,684.76
Honda,2018,diesel,6,77743.2,highway,90,16,High,32.9,100.0,1,411.64
Chevrolet,2021,gas,3,82838.1,city,365,116,High,35.8,100.0,0,531.27
Honda,2012,gas,12,111100.2,city,180,76,High,32.1,100.0,0,337.47
Toyota,2013,diesel,11,374221.5,highway,365,310,Low,40.0,100.0,2,892.85
Chevrolet,2021,diesel,3,93069.6,mixed,180,9,High,34.4,100.0,1,533.49
BMW,2015,gas,9,248766.4,city,365,79,High,37.9,100.0,0,505.55
Toyota,2012,diesel,12,88498.4,highway,180,133,Medium,30.9,100.0,4,709.47
BMW,2014,electric,10,75701.4,mixed,365,202,N/A,31.7,100.0,2,606.68
Toyota,2012,diesel,12,86251.0,highway,180,115,Medium,32.2,100.0,1,634.95
Honda,2022,diesel,2,69771.5,mixed,365,219,Medium,40.0,100.0,0,520.88
Tesla,2014,electric,10,319166.1,highway,180,168,N/A,32.4,100.0,1,487.33
Ford,2022,diesel,2,28548.6,mixed,365,334,Low,30.5,50.6,0,192.27
BMW,2016,electric,8,197526.0,city,365,315,N/A,36.9,100.0,0,366.57
Tesla,2018,electric,6,114503.2,mixed,365,204,N/A,33.2,100.0,0,415.55
Honda,2016,electric,8,147731.9,highway,365,297,N/A,32.3,100.0,1,389.94
Chevrolet,2021,electric,3,87671.8,highway,90,80,N/A,31.2,100.0,0,473.59
Tesla,2023,electric,1,24943.9,highway,365,70,N/A,34.5,31.4,1,254.54
Chevrolet,2017,diesel,7,109630.4,city,180,155,Low,36.2,100.0,1,581.69
Chevrolet,2011,gas,13,334891.6,highway,90,12,High,35.4,100.0,2,652.95
Toyota,2011,electric,13,185903.5,mixed,90,80,N/A,31.6,100.0,0,256.07
BMW,2010,electric,14,152856.9,highway,365,270,N/A,30.0,100.0,1,410.01
BMW,2016,gas,8,261100.4,mixed,365,291,Low,25.0,100.0,0,593.75
Chevrolet,2015,electric,9,232590.2,mixed,90,14,N/A,30.2,100.0,1,465.19
Ford,2011,gas,13,152822.5,highway,180,116,Medium,31.9,100.0,0,488.89
Ford,2010,gas,14,318116.1,city,365,330,Low,32.8,100.0,2,425.4
Honda,2014,diesel,10,207583.1,mixed,180,55,High,32.2,100.0,2,591.37
BMW,2014,electric,10,77530.5,mixed,365,350,N/A,40.0,100.0,0,410.39
Honda,2020,diesel,4,130071.5,city,180,131,Medium,34.5,100.0,0,481.87
Chevrolet,2013,electric,11,144803.7,mixed,365,225,N/A,29.3,100.0,0,423.98
Chevrolet,2011,electric,13,271687.2,mixed,365,307,N/A,35.0,100.0,2,430.29
Honda,2022,electric,2,48698.5,mixed,365,221,N/A,34.2,84.8,0,326.95
Honda,2023,diesel,1,14086.2,mixed,180,172,Low,29.9,29.7,1,292.23
Ford,2020,gas,4,115914.4,highway,365,339,Low,33.9,100.0,0,575.8
Chevrolet,2017,diesel,7,119719.7,mixed,180,28,High,34.6,100.0,1,530.15
Tesla,2023,electric,1,37515.9,city,365,308,N/A,36.1,100.0,0,327.49
Honda,2014,diesel,10,209683.7,mixed,180,156,Low,27.7,100.0,0,631.87
Tesla,2018,electric,6,208637.1,highway,180,150,N/A,34.9,100.0,0,314.76
Tesla,2018,diesel,6,196315.8,highway,90,56,Medium,37.2,100.0,0,616.32
Toyota,2010,diesel,14,136931.8,highway,180,177,Low,38.7,100.0,4,1017.85
Chevrolet,2020,electric,4,91165.6,city,90,20,N/A,29.3,100.0,0,291.57
Chevrolet,2015,electric,9,177961.2,city,180,111,N/A,32.6,100.0,1,376.18
Tesla,2023,gas,1,28303.5,city,365,170,High,32.9,75.3,0,296.47
Toyota,2019,electric,5,109695.1,mixed,90,9,N/A,35.0,100.0,0,354.44
Tesla,2018,electric,6,209601.9,highway,180,75,N/A,32.5,100.0,2,526.02
Chevrolet,2014,diesel,10,189650.7,city,180,29,High,30.9,100.0,0,534.37
Chevrolet,2011,electric,13,268643.1,mixed,365,306,N/A,33.7,100.0,0,394.15
Honda,2019,electric,5,104978.2,highway,365,160,N/A,32.0,100.0,0,379.94
Honda,2023,diesel,1,13036.4,mixed,180,145,Low,34.7,27.0,0,180.93
Tesla,2018,electric,6,208685.9,highway,180,77,N/A,30.6,100.0,1,306.52
Chevrolet,2014,diesel,10,333605.3,mixed,365,277,Low,29.9,100.0,0,748.39
Chevrolet,2017,diesel,7,110956.1,city,180,63,High,36.9,100.0,0,520.17
Tesla,2019,gas,5,167609.3,city,180,20,High,39.8,100.0,0,482.82
Tesla,2014,diesel,10,211051.1,city,180,128,Medium,38.5,100.0,0,369.04
Toyota,2013,electric,11,265821.8,mixed,180,106,N/A,32.8,100.0,2,596.3
Toyota,2013,electric,11,264202.3,mixed,180,115,N/A,36.2,100.0,0,319.72
Tesla,2018,electric,6,115332.0,mixed,365,142,N/A,30.9,100.0,1,466.35
Honda,2022,electric,2,49616.1,highway,180,35,N/A,34.5,69.7,0,309.05
Chevrolet,2015,diesel,9,201539.8,highway,365,302,Low,31.2,100.0,1,964.84
BMW,2014,electric,10,75200.0,mixed,365,213,N/A,36.8,100.0,0,460.59
Ford,2010,gas,14,316504.3,city,365,31,High,36.4,100.0,1,470.2
BMW,2018,electric,6,81505.7,city,180,173,N/A,39.2,100.0,1,380.52
Tesla,2015,gas,9,275138.4,mixed,180,53,High,32.3,100.0,2,640.87
Ford,2022,electric,2,69152.4,mixed,90,32,N/A,37.7,100.0,0,279.99
Toyota,2013,diesel,11,371781.5,highway,365,249,Medium,34.5,100.0,1,720.03
BMW,2018,diesel,6,167372.5,city,365,250,Medium,33.2,100.0,1,775.71
Tesla,2011,gas,13,474720.1,city,180,166,Low,34.0,100.0,2,639.21
Honda,2020,diesel,4,131708.5,city,180,22,High,38.1,100.0,0,611.86
Toyota,2010,diesel,14,506378.3,mixed,90,42,High,32.6,100.0,2,799.46
Honda,2011,diesel,13,289523.1,mixed,180,1,High,32.8,100.0,1,757.89
Ford,2022,gas,2,28716.2,mixed,180,165,Low,26.8,57.9,0,361.29
Ford,2022,gas,2,30329.7,mixed,180,156,Low,32.6,60.5,0,425.0
Chevrolet,2016,electric,8,64396.9,mixed,180,109,N/A,33.8,100.0,2,507.81
BMW,2013,diesel,11,192554.3,highway,180,123,Medium,30.7,100.0,0,704.34
Chevrolet,2011,electric,13,270456.3,mixed,365,322,N/A,30.0,100.0,1,398.28
Honda,2023,gas,1,15300.0,highway,90,70,Low,27.4,21.1,0,186.83
Tesla,2014,electric,10,284524.2,city,365,163,N/A,31.2,100.0,2,515.09
Toyota,2013,gas,11,177106.1,mixed,180,28,High,37.3,100.0,0,318.08
Chevrolet,2023,diesel,1,11109.1,highway,180,118,Medium,28.6,24.7,0,283.06
Chevrolet,2021,gas,3,81262.2,city,365,112,High,35.4,100.0,0,508.41
BMW,2015,gas,9,164809.3,mixed,180,44,High,35.6,100.0,1,664.1
Honda,2013,gas,11,361204.8,city,90,15,High,40.0,100.0,1,658.31
Honda,2012,diesel,12,149891.4,mixed,90,30,High,36.1,100.0,2,823.02
Toyota,2013,diesel,11,361758.9,city,180,161,Low,35.9,100.0,3,879.92
